InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,TotalPrice,PaymentMethod,StoreID,ProductCategory,EmployeeID,PromotionCode
TVQGRI,MTQDU,HSRESYVZIWWZUQCXUZWJ,854,07/02/2023 06:02,82.27,10067.0,Germany,0.11,158.63,Credit Card,Store_B,Category_B,KTAXL,ZAWCI
,UYUCS,SNCOYQEOKYGXOZIKDYVY,953,06/16/2023 20:54,87.97,,Netherlands,0.2,416.66,Online,Store_C,Category_C,,LDNOR
FAPTYD,OBZEL,KZDDKPDHBBMPLUHACICB,45,05/12/2023 15:57,80.81,19445.0,Belgium,0.12,228.94,Online,Store_B,Category_C,WEDTH,HDGAF
IEYQZN,BDYBL,GDUXCHMMYVAAXUBDRTEE,287,02/20/2023 11:23,94.67,17813.0,Germany,0.24,420.17,Online,Store_A,Category_A,VVBZD,OHHKS
IJVWTH,VQMKP,RUWWKXGTDDIUXMGNCQHE,460,07/20/2023 15:24,96.52,11782.0,Germany,0.43,181.07,Cash,Store_B,Category_B,PBQAD,IBUDA
OJRIDA,ZPKHN,GYUDKSENYWZSGLYZFFKN,955,04/08/2023 08:43,59.41,16906.0,Belgium,0.08,299.04,Credit Card,Store_A,Category_C,TTZNJ,TRDFY
MOCEIK,BNUFH,PFCOEGHRJHTMGXZUBKRW,970,08/13/2023 13:38,22.72,12174.0,Germany,0.32,296.01,Credit Card,Store_B,Category_C,,FQDNF
HOPCDL,FWAAK,VRWLNXDEYQBQQGCTVDQA,755,11/17/2023 10:40,26.49,17408.0,Belgium,0.03,166.63,Credit Card,Store_B,Category_C,AUKNL,NJPLE
HQCMJL,,WQXVNIQIYGZZDEEASDNW,217,01/29/2023 11:50,83.79,14125.0,Belgium,0.28,157.38,Credit Card,Store_A,Category_B,TGGCB,ATPPQ
JOBKGV,IXYMB,QBJARVYAETMOWTLQCNDB,770,03/30/2023 04:05,51.05,17294.0,United Kingdom,0.03,219.55,Cash,Store_C,Category_C,KUKVB,SSPVR
SSRUMA,XCCNG,RBNVLYWKWAMWYVYATFCZ,507,08/15/2023 19:49,24.57,10581.0,Netherlands,0.12,436.58,Cash,Store_B,Category_B,UFQSC,IXTCE
WLAKES,AMNEP,,152,08/15/2023 02:21,45.95,13629.0,Netherlands,0.43,163.53,Credit Card,Store_B,Category_A,KNCJY,FJDOC
WZLITU,YYUJT,AYKNUYDLRIABPRSSHNMV,579,07/24/2023 13:43,91.45,19680.0,France,0.01,233.0,Credit Card,Store_B,Category_A,QJIOY,UHGTM
WOGXYX,GWYXS,BWEUQVVAHKRWITBFDRJQ,943,09/07/2023 17:40,78.83,15181.0,France,0.14,344.75,Online,Store_A,Category_C,LXTZG,IHYBD
JZZFBF,KXVIN,SKEIRBIYVDMRHOHZRXML,860,10/24/2023 07:07,855.36,10707.0,Netherlands,0.38,105.55,Credit Card,Store_B,Category_C,RKZUZ,ZWXWF
KQLZFC,PKDBR,ALNGDMZQOMAXFTPWQOLL,595,11/02/2023 23:43,55.11,14231.0,United Kingdom,0.45,319.77,Credit Card,Store_B,Category_C,RQDPH,SJHSC
LQLDCW,BSBJD,CBFQZQWZAILONUIESCOI,471,05/04/2023 14:01,83.68,10887.0,Belgium,0.14,381.16,Online,Store_C,Category_A,GTVDN,KAZNI
LCPWLH,LWUSB,PDXOETPHXCQIUTNUBYHM,617,10/14/2023 02:26,73.36,13488.0,United Kingdom,0.2,33.44,Credit Card,Store_A,Category_A,JGEFY,PYHLR
CEOYHI,MFGBN,YFNGJAMOWMIZNGATAHYM,928,04/01/2023 01:52,44.55,14876.0,Netherlands,0.29,255.38,Credit Card,Store_B,Category_C,KADHJ,XXFUD
ITCTOM,ETPMB,JMHAUDOHHPNGGHKTJXZB,955,11/11/2023 02:31,23.34,19477.0,Netherlands,0.46,260.87,Cash,Store_B,Category_C,KVVQS,SPQXD
RLJFRT,XSUWS,DLWDHZHQFHTYRSNLLGPN,461,09/07/2023 07:38,35.21,15570.0,Belgium,0.17,94.75,Credit Card,Store_B,Category_A,EGVIM,HGGAV
XNDAGP,PISUR,YHPHBJBBDMYJYTCUCKFM,476,08/15/2023 10:33,657.81,14313.0,Belgium,0.1,254.69,Cash,Store_B,Category_B,DYNWC,YEVNX
MMHKBO,IPSJX,DRKONRJZXHENWPAPEAOJ,971,09/06/2023 00:31,968.36,12599.0,Netherlands,0.08,394.43,Cash,Store_B,Category_C,MRLYR,SZNTT
VWCPBJ,JTVPY,OCSPZGWKNRWVHPTYNJVB,735,08/25/2023 08:32,61.41,12641.0,United Kingdom,0.4,408.57,Credit Card,Store_B,Category_B,ARQCV,
HJQMHW,UEGQC,NXDLYRJWULQSRWHEHBAK,570,11/11/2023 14:10,87.98,15824.0,United Kingdom,0.34,114.62,Cash,Store_C,Category_B,VACZG,BYPPV
,KWHPJ,TLFOTHNHYCPGUBHUOZZB,2584,07/06/2023 11:59,18.13,11855.0,France,0.15,39.7,Credit Card,Store_B,Category_A,BBIJY,HZDOF
BFVTLQ,,LCYDDSQSBYFBAVUYOXTK,205,02/17/2023 05:35,82.05,19417.0,Belgium,0.32,128.3,Cash,Store_C,Category_A,CBIFT,BSDLH
ZDJTZG,IXGRI,EARUBVFSMRKYROUPXWEW,605,02/22/2023 03:29,78.4,11407.0,Netherlands,0.19,153.95,Online,Store_B,Category_A,ZXUXR,YCKVX
LPCMJA,SPYGW,UPWUHGIBDZIHRKSQHMGQ,644,05/24/2023 10:49,17.22,18095.0,France,0.29,89.19,Online,Store_A,Category_B,TVLOV,PRGAD
MWYJJI,IZHYP,SIURVJUBCHPHJLSOIEVV,674,12/24/2023 06:42,18.64,14273.0,Netherlands,0.1,396.19,Credit Card,Store_C,Category_B,ODQXH,NQPLG
HYHEWZ,TCMEN,AHLXDROVOCIBLUGJVXNX,288,08/11/2023 22:49,99.8,12570.0,Netherlands,0.08,463.9,Online,Store_A,Category_B,KYFHD,AGLPV
PZCNPP,ZSCDM,UAVLIWORMXSPDYKCGBEW,267,08/30/2023 00:53,23.32,13450.0,Netherlands,0.33,463.28,Cash,Store_C,Category_B,XKGKK,YMNLH
THLMQJ,XAZTF,DQZZIXQLIOKVKOQXDJNQ,423,01/18/2023 12:17,80.21,18305.0,United Kingdom,0.39,122.07,Credit Card,Store_C,Category_B,LPMUY,AAFQA
VWGPSR,BYGTW,RYWXIHMRUZWMLGDCVUOB,38,05/19/2023 19:27,10.98,14320.0,Netherlands,0.27,19.57,Cash,Store_C,Category_C,YIJHM,CLODZ
DBVWYL,JRHZJ,GFVBXTPDIFPJGYZIJSAI,87,12/24/2023 22:45,25.11,16775.0,United Kingdom,0.23,397.81,Credit Card,Store_A,Category_A,BMAXS,RPODY
QJEUFR,BSBDJ,SNHYOABEBUSXIWZIFCGI,964,11/19/2023 23:29,73.37,,France,0.22,391.59,Cash,Store_A,Category_B,MPQUT,
VVGZXI,,UJHAHCXWTHOXEBEOVJGU,179,03/18/2023 00:54,87.84,10468.0,United Kingdom,0.36,242.28,Online,Store_B,Category_A,RVMML,QHPHP
HSIKYT,KYLJJ,NWBLVGLYMIRFQGOBHPHC,536,07/19/2023 21:14,22.54,19763.0,Germany,0.36,308.1,Credit Card,Store_A,Category_B,TRZLG,ZJOHK
GJBSMW,OXLNK,QDCLVQVUFUHMWZXXERNO,3122,09/02/2023 07:27,787.62,13291.0,France,0.13,372.49,Cash,Store_C,Category_B,CMSDE,AGNBR
MSUVMC,WQELZ,QPWEBHJGXGTVBSNDNZLJ,389,09/09/2023 08:40,5.47,15076.0,Belgium,0.18,199.71,Online,Store_C,Category_A,TOJJU,OBBEE
CUHFKY,TQGIU,NDSZKZXKWQHTGBWVCSNE,245,03/23/2023 03:21,74.42,17559.0,United Kingdom,0.3,151.08,Cash,Store_A,Category_B,XPYTI,CVXJE
XZTQJY,DQAUO,XDBIZQWISPTRGAOFRBSF,2092,08/26/2023 09:15,69.54,11583.0,United Kingdom,0.16,414.2,Credit Card,Store_A,Category_A,UJPAA,PPISV
VVJQGB,ILUKF,OOUHMJIIYBVMCPXDYVAX,139,01/28/2023 11:18,10.01,,Belgium,0.31,355.71,Credit Card,Store_C,Category_C,FHOID,UTCOJ
KQWINL,MFDRC,ZHZIJERVFFOHDJZZCTLH,962,10/06/2023 02:34,55.61,13784.0,United Kingdom,0.01,446.7,Credit Card,Store_C,Category_A,MBJXR,UZGLO
CEUCCM,NYHCJ,XDEMBZQMWDEYBGQLQDUA,534,07/31/2023 09:01,604.0,,Germany,0.12,483.68,Online,Store_A,Category_A,QWBJE,ZGYWI
SWRBAR,CEKVG,YRIWELSRMVZEMLEILEDD,180,01/29/2023 03:57,54.85,17769.0,Germany,0.45,23.31,Online,Store_B,Category_C,VQHZO,
IQXKPR,WRGKD,,257,06/28/2023 00:53,23.75,19283.0,Netherlands,0.45,59.51,Cash,Store_A,Category_B,AJJMF,POFCV
,LHAKS,IRJGEFFUZABQKOUAVOZI,831,04/13/2023 08:13,43.55,,United Kingdom,0.23,21.8,Credit Card,Store_C,Category_C,KAMEM,UZRFH
QXVDRU,,RVVFGLSYKKOIXWZDMXRB,244,11/20/2023 03:29,26.33,10199.0,France,0.07,205.15,Online,Store_A,Category_B,MLCOZ,MUZRX
PZOLZS,RSAJC,ORFEBWZPCEBOMLBITYAD,316,07/10/2023 15:26,87.08,11483.0,United Kingdom,0.03,130.0,Credit Card,Store_B,Category_C,ROTMF,UXQMH
LTNHAS,,,538,03/26/2023 22:28,45.13,,Belgium,0.41,183.26,Cash,Store_B,Category_A,XCJXJ,WPDWL
,,,946,03/05/2023 00:27,52.6,14543.0,Netherlands,0.04,80.79,Cash,Store_B,Category_A,MCWHD,WTYBX
SAHFSI,WXDMN,SLPPLQVFWOEGURVOEAKK,1044,11/25/2023 04:08,3.77,,United Kingdom,0.02,160.42,Cash,Store_C,Category_C,XRMNI,OKEAR
QTIKGT,KCIAK,XOBGXOZCQRBTUWRHGPGA,510,11/06/2023 21:56,71.56,16792.0,United Kingdom,0.37,30.55,Online,Store_C,Category_A,KKFZA,USQUC
AEDZGA,XYDOG,SSOQFPIFIPBYARTEJNEZ,577,07/22/2023 13:00,4.57,19338.0,France,0.4,479.21,Credit Card,Store_A,Category_C,BQGYL,DZMAK
SDXTWZ,GBPPG,,721,01/05/2023 23:27,2.99,10136.0,Germany,0.3,418.64,Credit Card,Store_B,Category_C,QRHOD,JNGUP
BWLHBG,,CAYUUYGSWAZQPPOEDTRC,555,04/11/2023 10:16,8.94,15261.0,Germany,0.47,373.66,Credit Card,Store_C,Category_A,FKRSW,
,OUHTV,KCRRSDFELJTIELPQVNHN,733,03/11/2023 22:37,42.09,10825.0,Belgium,0.04,271.94,Cash,Store_C,Category_B,MKJFZ,
,GTRSM,WNYZADUMNWIQOBCGDYFL,419,05/31/2023 18:37,2.27,14414.0,United Kingdom,0.43,206.04,Credit Card,Store_B,Category_A,BGSQV,GVOUK
ILOXBO,YLNUF,EKACIXFMROZSHPNHBDVZ,769,12/03/2023 14:32,45.44,19276.0,Germany,0.45,334.01,Credit Card,Store_A,Category_A,QIXLT,
XCJZGO,,RWVSUVOEYLSKWNKADTYA,832,03/29/2023 08:26,95.9,15448.0,Germany,0.01,39.14,Credit Card,Store_A,Category_B,BGLND,XLNSL
PBHGAH,BAEFF,VBKXMFRMZOPIVWCKCYGQ,81,05/29/2023 09:58,50.62,18635.0,France,0.35,182.59,Online,Store_C,Category_B,MDXHG,
HBRFBN,WHAOM,,75,04/05/2023 09:45,49.43,14326.0,Belgium,0.0,29.66,Cash,Store_A,Category_C,NWZSY,CBUMJ
QQTYPA,JMJNC,WNBBXQXBGASNPYFNCYZF,629,12/10/2023 04:09,61.39,12004.0,Belgium,0.29,67.69,Online,Store_A,Category_A,VKQWN,
NDMVLN,VLUPB,UQGCNVBLLBTTFETDNPCV,599,03/10/2023 23:24,12.89,19081.0,United Kingdom,0.1,193.92,Online,Store_C,Category_A,SSQHN,
WRXXNI,GIOSD,GCCFYNUQIBJRMGBSXLGT,635,03/13/2023 18:08,33.77,18183.0,United Kingdom,0.13,433.02,Cash,Store_C,Category_A,,WULGC
MDUBOP,HVTLH,BDAFDASVCXPKQRGSPGBI,229,09/06/2023 10:25,72.36,14368.0,Germany,0.02,43.5,Credit Card,Store_B,Category_C,MDEDK,IFPJF
IBSTEU,XNWXT,VUIDSUSAXRTFRLYIWVUC,565,04/24/2023 14:52,24.93,18147.0,France,0.28,293.89,Online,Store_B,Category_A,QSZQF,YZIOO
VWPBGH,YZRFL,TDXANOMKXMWUHAPFGUPK,907,01/21/2023 06:22,96.05,18280.0,Belgium,0.01,439.77,Cash,Store_C,Category_A,NRJJA,DLNNZ
FIGUPH,KTRYJ,EINGUZHMIDSNFVBIEXYN,521,09/28/2023 14:59,25.56,19354.0,Germany,0.15,148.55,Online,Store_A,Category_B,MSIQK,MKCYF
TEHIPB,ATKJJ,,261,09/01/2023 01:58,90.85,19484.0,Belgium,0.32,21.98,Credit Card,Store_C,Category_C,XCNLY,IPJMF
,EMDWS,VXLWSZRGCQHPCXTDBFLB,310,07/16/2023 13:37,66.15,19174.0,United Kingdom,0.42,331.12,Credit Card,Store_C,Category_B,BOPXG,NPIJG
LRJPKY,UTOMR,WHFNSTFEIJYTAOBRTOLS,429,09/14/2023 17:45,53.38,16170.0,United Kingdom,0.29,412.71,Credit Card,Store_A,Category_A,JUXYW,WOFNI
XJYDGI,XDCJW,IDSDETAUNXHBBGHGSEPH,558,02/22/2023 01:37,93.99,10397.0,Germany,0.17,463.05,Credit Card,Store_B,Category_B,,POVDU
ZKUWQL,FLOBS,JQENDYVZEKDRIVBZJPDU,845,01/28/2023 02:37,99.13,12019.0,Belgium,0.33,117.59,Cash,Store_A,Category_C,YCGIO,UKCKF
ANGDKZ,JHOEN,EZBKUUVXHRHWIQFPLPWC,110,10/19/2023 18:02,8.07,11535.0,France,0.21,415.09,Online,Store_B,Category_C,YMNRC,ZTEHQ
,ONJVV,,884,03/30/2023 18:57,52.33,13971.0,Belgium,0.13,80.33,Credit Card,Store_B,Category_B,OEJOO,
UPLNKB,WALBT,ZIEHMVHWVSMWHRCZYNZU,912,11/06/2023 18:19,95.52,16701.0,Belgium,0.0,89.64,Online,Store_A,Category_B,NZHQD,GVPKY
WXVGPR,JKCDS,KGJIADMHVRQXRVIRUYMA,591,03/18/2023 02:50,72.1,18345.0,France,0.08,459.88,Cash,Store_C,Category_B,LDSNF,GGOSR
PQFESS,XEWNI,BGDURAMRPEQNZVUTCDPB,119,09/17/2023 22:18,92.27,12456.0,Netherlands,0.06,140.75,Cash,Store_B,Category_B,EMZZD,XOWCK
XKLRQX,PYZQU,YUKRAJXKNLLFEZAHNSUM,993,09/15/2023 19:21,25.19,16243.0,Belgium,0.49,131.24,Cash,Store_A,Category_B,GZFNX,SVSWZ
VJIMCS,VXVLZ,YTHOLBZTXNZLLNGGFFJF,482,02/09/2023 15:30,73.82,15175.0,Netherlands,0.25,494.49,Online,Store_C,Category_B,HOYAW,
MDPLGU,ZSTKT,LFAUXYSFYIOFOKHMRXOH,4352,04/25/2023 17:21,86.63,,France,0.27,426.01,Cash,Store_A,Category_C,GLOUX,JBEEI
QKQWMV,AIUIV,QLNANLAHSAMCEWVTBRTJ,273,07/14/2023 07:02,95.51,18594.0,United Kingdom,0.26,289.64,Cash,Store_C,Category_A,PJXMH,
MXZXOM,RFRFB,ZHTKQSQXSEWMVIQBOQLN,748,12/16/2023 02:24,39.95,19634.0,Belgium,0.45,166.72,Online,Store_A,Category_C,KVOAE,RRCCO
TMZYZD,ASYIW,KSSXFGZHYNKZJPWHYPVU,447,05/09/2023 12:27,4.89,16869.0,United Kingdom,0.35,101.77,Credit Card,Store_C,Category_B,,KGHGE
RVNYOG,RJGGN,JOXUUWCESHUFAPGZPFPB,269,03/02/2023 13:39,45.0,13907.0,Netherlands,0.37,165.9,Credit Card,Store_C,Category_A,KEUXN,SDUJZ
QZSKCD,TKXPU,MTLBARFEBSIFMSGFDPCG,193,05/14/2023 09:14,18.28,12088.0,United Kingdom,0.23,228.8,Online,Store_C,Category_B,INOXP,DDHTJ
MSZXFL,OFRUY,WFRVOXMCDZHLOBODZZVP,29,05/27/2023 15:03,43.1,17110.0,France,0.44,65.31,Credit Card,Store_A,Category_C,BMVTA,QGTGC
,QNEDB,ZDODULTLENFKBIUAUUQR,826,01/30/2023 06:34,420.4,13081.0,Netherlands,0.47,1.67,Online,Store_B,Category_A,MSEJE,LQUEZ
,CPPYK,DTICSGYRGTSXJAGIUZDX,634,05/01/2023 01:11,46.33,13477.0,United Kingdom,0.25,82.29,Cash,Store_B,Category_C,ROERR,VZHFM
CNQYGH,DKHUN,NXPSBDEPVXAPSIUEUGIR,749,08/08/2023 07:16,93.03,18457.0,Germany,0.37,189.97,Online,Store_C,Category_C,OXMCR,
UTIAMP,,NYASTBSWAJLGVWQHELZB,124,02/18/2023 11:54,87.35,10205.0,Germany,0.3,67.03,Credit Card,Store_A,Category_B,QNOLF,YCZCJ
GZXQAC,GXLTM,AOJSDSUXVOQZTBKKYRLE,693,06/26/2023 08:45,84.36,19890.0,Germany,0.15,375.48,Online,Store_A,Category_B,KHMIR,DPTPB
XURMHG,IQFPX,HVGBMXXFPWVAGTQLZTWN,843,09/22/2023 04:10,62.35,18698.0,United Kingdom,0.3,139.35,Online,Store_C,Category_A,,
KJUKCR,QCQAE,OAHWLZBPQLYAUWFQGJYT,287,03/07/2023 14:48,63.57,18204.0,France,0.41,33.51,Cash,Store_A,Category_B,BZIMC,AAVQR
DNVSID,QVBBU,FUOEROKXUZFGWCSIXWVQ,193,04/09/2023 20:49,76.04,19760.0,France,0.36,74.22,Online,Store_C,Category_B,CASOD,TDBPS
YQUHSK,,WNUPSYCZKWBQWCZYKOWO,406,10/20/2023 22:23,9.75,11875.0,Belgium,0.1,381.45,Credit Card,Store_A,Category_B,VCOSH,IEOHO
,LUVNH,MQOCBTQRJNVXYNAPCHUL,472,06/13/2023 06:50,77.26,18134.0,Belgium,0.36,187.62,Credit Card,Store_C,Category_A,MGJQQ,ARQQE
GQFTEN,DBBRR,QHZPMDDMVAVBQQDLVFKY,-5,10/28/2023 01:19,46.01,19769.0,United Kingdom,0.19,200.1,Online,Store_C,Category_A,QACEJ,XDIHU
BAWVOQ,ROCMV,QZCXQVDMLCHRTCBQZKTD,389,09/05/2023 14:52,2.33,18007.0,United Kingdom,0.39,45.81,Online,Store_C,Category_B,,AGLON
JVTRZY,CYALY,KKSAVWSBYHPCDZPZZKSY,238,05/07/2023 03:05,24.4,15821.0,Netherlands,0.41,242.67,Cash,Store_C,Category_C,FAMTV,HMWZC
DVCCUH,YOSTK,RXVTVOJTFYMNDWWMTVJT,908,02/23/2023 21:45,77.74,,United Kingdom,0.4,449.1,Credit Card,Store_C,Category_B,CGISO,YGXRI
WROEQR,JJPUQ,,774,06/26/2023 01:44,34.24,16681.0,Germany,0.45,20.41,Cash,Store_C,Category_C,GMWBH,
NJWEAT,EHKYA,XRAGNEHLVVXMZLGRKWMT,676,08/22/2023 16:27,50.82,18925.0,Netherlands,0.39,397.46,Online,Store_B,Category_A,MTOON,
VIUWFC,EYLJS,TMRCNFWNLNIWRTZLSKTK,549,09/02/2023 08:22,6.08,15990.0,France,0.32,356.08,Online,Store_A,Category_C,HOMAO,YUMCZ
ZNNQAS,USUVW,HYMWGENTXKVKKYWVKCLV,116,12/30/2023 21:36,52.4,11141.0,France,0.22,3.46,Online,Store_B,Category_B,XGLWG,QAIDQ
LVBCMV,QJEAA,,119,05/03/2023 07:22,42.45,11585.0,Germany,0.03,202.04,Credit Card,Store_A,Category_A,HMBGK,ZDFJJ
PAFRNI,ZVGNV,CKMDBCHQPFFWKBVGTNZX,612,01/06/2023 18:05,846.75,15154.0,Netherlands,0.41,362.44,Online,Store_B,Category_A,OJGRQ,VYJRC
KKKURD,BSRWC,MOOENYGANVFRSMCZTRPZ,100,07/10/2023 01:08,72.34,17129.0,France,0.21,43.2,Online,Store_B,Category_B,BKHHI,FWVLH
BPBJHF,AWLKE,RGXPWDAQGTLQXTPTMQUY,423,10/25/2023 22:53,76.84,15752.0,United Kingdom,0.3,452.36,Cash,Store_A,Category_B,LXZDV,VTQSO
BXCWAY,LGLGC,QLLZOGJDYUMDKCNFKITI,206,11/28/2023 22:16,21.28,11203.0,Netherlands,0.16,371.75,Cash,Store_C,Category_A,NCPQL,CAONG
JWWBMS,HJZCR,USLONCHUUPVUQMVMXEYE,486,07/20/2023 14:29,69.22,15117.0,Germany,0.23,406.13,Cash,Store_A,Category_C,,SYZGN
FLWUAF,XLAGG,,489,10/25/2023 04:02,76.65,10967.0,Belgium,0.04,78.53,Cash,Store_B,Category_B,EYMHC,HZDXR
RBHVTL,QQDXO,VTFBNEGMCTFLPCILQUNS,644,12/08/2023 08:11,86.8,14367.0,Netherlands,0.06,485.51,Online,Store_C,Category_C,YMPBO,RSZNG
ARYRFG,,,368,01/19/2023 04:58,87.34,18507.0,France,0.08,230.64,Cash,Store_C,Category_A,YNUZU,ENPWL
BJYKTJ,COVHM,JVTVKMOGMJTLJCYLWREF,444,09/03/2023 17:07,41.34,14024.0,United Kingdom,0.27,242.87,Credit Card,Store_B,Category_C,YSAKP,YWPOA
FKPTYM,PUWDR,,796,12/19/2023 23:11,0.36,15074.0,Belgium,0.37,188.87,Online,Store_A,Category_A,NEHNE,IUIIJ
CWHDJM,HAIRN,EOZLYWPDPAEKMISJEIRU,539,10/13/2023 13:44,2.72,17022.0,Belgium,0.09,192.14,Credit Card,Store_C,Category_C,EPZJI,ESNCW
MOTRVB,TIQTV,SWEZHQJOLNMHXXNUMRGE,816,02/16/2023 06:23,36.98,18338.0,United Kingdom,0.42,4.14,Credit Card,Store_B,Category_C,XLZGH,QFAKK
NQFMGJ,YJXXH,IWDIDPGGRRKIGKLAVMPP,760,08/26/2023 03:29,87.88,18474.0,Belgium,0.08,32.12,Cash,Store_C,Category_B,MNUEX,FEQTW
ZZQBYS,,JNOQRCXRAMUNLZJAUGKS,700,11/09/2023 23:43,41.02,16108.0,France,0.32,469.08,Online,Store_C,Category_C,IZIZT,ADPVL
IJBGTH,FWRTY,COXOBIPGQFQWVMBRTYOT,3,01/24/2023 13:45,54.35,18055.0,France,0.03,226.87,Cash,Store_C,Category_B,BOAOT,QTTBK
,UXMUJ,WOHWWIPCDXNQSJVHJJNA,1151,07/24/2023 04:08,81.77,13721.0,Belgium,0.03,171.18,Online,Store_B,Category_B,NSKPP,BODLE
EMYMZV,RDOBC,LZDXOVNYEWPOXEWIFYOV,776,05/31/2023 15:02,757.46,18802.0,United Kingdom,0.24,309.3,Cash,Store_C,Category_C,QTCCM,CGITZ
KAZASN,LIQOE,QFEGHVOBUGKUQWFKDDMA,791,12/12/2023 02:36,47.59,13241.0,Netherlands,0.05,402.91,Cash,Store_C,Category_C,DZSKK,QVQMI
GRUDXF,ANFZA,QYSBLELYCEQFAOVUKKZE,354,02/21/2023 10:07,9.07,16784.0,United Kingdom,0.36,307.22,Cash,Store_B,Category_C,DUYBI,TJFFE
JRXBDA,EKMKG,HJVSPKOVKHKNTQJAUIMC,968,09/02/2023 16:28,0.7,10113.0,Netherlands,0.39,288.85,Cash,Store_B,Category_A,AYDZS,SHLVG
CIIACE,ISHDE,HERTUOHMJSQWNGHXPQEL,372,10/24/2023 18:41,55.93,19289.0,France,0.23,386.89,Cash,Store_B,Category_A,NNOWW,OPPSS
ZHURXO,NSLYI,OWORLUBTCGYQGMLBCJUJ,535,07/05/2023 09:31,10.7,19291.0,France,0.16,389.32,Online,Store_C,Category_C,,YRUTF
ITRPFE,CPVXE,QQDNLOKARCOPOONDBQUV,92,10/18/2023 08:49,29.85,11617.0,United Kingdom,0.23,85.31,Cash,Store_A,Category_B,IKTYK,JOPFE
DFJHPA,WZVPF,NYUUVTXPCKWYNELHTPHM,2074,01/19/2023 18:45,12.98,,Belgium,0.3,50.81,Credit Card,Store_C,Category_A,AWQKA,BILWY
YNGSMV,MZUZD,BBXUPMEOTRDMOBODRIOY,409,09/04/2023 15:55,1.08,19807.0,Germany,0.48,340.45,Cash,Store_C,Category_A,IWQXR,FMAFG
WRVHTS,UOAPW,CNPMEMTFWMIZLYSXMANQ,538,10/18/2023 07:35,65.84,,France,0.48,160.41,Online,Store_C,Category_C,JTRQJ,
DDWOUO,JUNPQ,HIPIKNYPCZYNJZRXTAVT,78,08/12/2023 06:21,2.26,14825.0,Germany,0.18,409.66,Credit Card,Store_A,Category_A,YRXOV,UAHID
KTOKNF,NSTOJ,MEHASJLGMYYNCDDPJFTA,904,10/01/2023 17:21,11.72,17043.0,Belgium,0.3,145.28,Cash,Store_A,Category_A,FVSDN,MRTQC
JVWTRD,PPVOT,GEEPDKXLMQSHLSRQFARG,591,10/24/2023 17:29,56.45,11231.0,France,0.44,330.3,Cash,Store_C,Category_A,BQKFZ,
TCJMCI,DAIIT,OHNXDCQILBHLMCBHSPBB,856,10/16/2023 06:12,93.44,10071.0,United Kingdom,0.2,362.38,Online,Store_B,Category_C,TYLMK,KRNTR
QDBXRE,YNLGR,CRYZPIISITXKGFGRAKEF,266,07/04/2023 22:39,15.72,19938.0,France,0.48,56.57,Cash,Store_C,Category_C,FWOKQ,
FUWEJN,RSMIL,BWARKXJTPKCVIEICAXTH,815,06/11/2023 03:32,9.56,17545.0,Netherlands,0.24,40.45,Credit Card,Store_A,Category_A,EUNLN,IGYUM
,LTGWQ,QYKWKGSZREOPWTZMSJXL,848,04/21/2023 00:37,5.91,18102.0,Netherlands,0.48,299.39,Online,Store_C,Category_B,NBKDD,CRPFG
RSCBCK,OIVJJ,,972,05/31/2023 02:21,87.27,16409.0,France,0.25,201.01,Online,Store_B,Category_B,XQZBR,YIEYH
WNDCYA,ALNOB,ZLIVMJKOJOPTNCJZWSIW,321,03/21/2023 11:41,76.22,13719.0,Netherlands,0.44,229.67,Cash,Store_B,Category_A,AHTOK,VTHYC
INBAMY,DQILH,PCFBVFMYDUUAROLDPDAA,539,03/27/2023 22:54,59.38,15106.0,Netherlands,0.11,65.15,Cash,Store_A,Category_B,QXIJT,HNTHS
NSSKHJ,ADPQA,ODDYSWCTGCJCGHCVQHIV,125,05/27/2023 23:14,4.05,18341.0,United Kingdom,0.31,88.47,Credit Card,Store_B,Category_A,YDWIL,UKTAM
WKYENG,MBYOF,LGQDXYUFRWTDTDJGRAGY,182,09/09/2023 05:23,34.21,18708.0,France,0.49,44.03,Credit Card,Store_C,Category_B,EQTXT,FRNQE
FENPVG,SDZBV,SAJNNCFQHWDHITALYDFJ,429,07/13/2023 06:48,81.24,,Belgium,0.41,206.44,Credit Card,Store_A,Category_A,GVYON,TDZJL
VVYMOM,UULJW,QODZFBWXMVJPHNJYUKNZ,406,04/13/2023 01:04,51.24,,Netherlands,0.43,443.59,Cash,Store_B,Category_A,KTDHI,QJSTF
PKDYMS,PNAPN,OAAPWBLDVYYENEVFRTTE,960,12/04/2023 11:05,1.88,11860.0,Belgium,0.4,100.32,Online,Store_C,Category_C,GTCUX,WJNQT
XISLPJ,NDGZQ,FTNNAVHOVUUTOEZRVWWK,297,07/28/2023 17:17,55.55,15750.0,Belgium,0.33,6.91,Credit Card,Store_C,Category_C,UJXLA,XAZJC
ZYRVLP,KWNQE,EYTSDZDYTZREVTCXGKXR,317,02/15/2023 06:04,64.77,19624.0,France,0.12,383.33,Credit Card,Store_A,Category_C,ZXUWB,RWAPM
BFLTBO,BKCKU,QYGBWXPAVXDMTSINHCXD,212,06/02/2023 13:21,90.75,15934.0,France,0.47,312.56,Cash,Store_B,Category_B,KFIHW,IQSSR
